LotFrontage,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtFinSF1,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,TotalBathrooms,TotalSF,HouseAge,RemodAge,PricePerSF,SalePrice
24.0,6,1974,1974,0.0,3,1,3,257,855,4,855,467,1322,2,3,6,1,1,1974.0,2,2,440,260,0,4,2177,35,35,67.52411575562701,147000
60.0,5,1952,1952,360.0,3,1,3,0,960,2,960,1000,1960,2,3,10,0,5,1952.0,2,2,400,0,0,2,2920,57,57,42.636986301369866,124500
80.0,8,1993,1994,125.0,2,2,2,380,777,0,1065,846,1911,2,2,8,1,4,1993.0,1,2,471,182,81,3,2688,13,12,79.98511904761905,215000
75.0,6,2009,2009,0.0,2,2,2,27,1218,0,1218,0,1218,2,2,4,0,5,2009.0,0,2,676,0,102,2,2436,0,0,85.50903119868637,208300
60.0,7,1928,2005,0.0,3,0,3,141,689,0,689,689,1378,2,2,7,1,2,1928.0,2,2,360,0,0,2,2067,80,3,77.89066279632317,161000
80.0,5,1959,1959,132.0,3,1,3,991,1041,0,1041,0,1041,1,3,6,0,5,1959.0,1,1,270,224,88,2,2082,50,50,59.79827089337176,124500
75.0,5,1951,2000,70.0,2,1,3,650,1008,0,1363,0,1363,1,3,6,2,4,1951.0,2,1,288,324,42,2,2371,58,9,69.54871362294391,164900
40.0,7,2005,2006,94.0,2,2,2,0,1368,0,1368,0,1368,2,2,6,1,2,2005.0,1,2,474,132,35,2,2736,1,0,74.0734649122807,202665
70.0,5,1958,1958,0.0,3,1,3,521,864,4,864,0,864,1,3,5,0,5,1964.0,2,2,624,0,0,2,1728,48,48,75.17361111111111,129900
71.0,6,1983,1983,0.0,3,2,3,336,1084,4,1080,0,1080,1,3,5,0,5,1983.0,2,2,484,120,0,2,2164,24,24,61.92236598890943,134000
55.0,5,1926,1950,0.0,3,0,3,0,768,1,789,0,789,1,3,5,0,5,1926.0,2,1,200,0,0,1,1557,81,57,61.978163134232496,96500
94.0,10,2009,2009,305.0,0,1,0,1436,2006,0,2020,0,2020,2,0,9,1,2,2009.0,0,3,900,156,54,4,4026,0,0,100.06482861400895,402861
69.0,6,1972,1972,333.0,3,1,3,0,689,4,1378,741,2119,2,3,7,1,4,1972.0,1,2,583,0,104,3,2808,37,37,56.267806267806264,158000
79.0,7,1996,1997,921.0,2,2,2,0,1264,0,1277,1067,2344,2,2,7,1,4,1996.0,1,3,889,220,0,3,3608,13,12,73.4478935698448,265000
69.0,6,1998,1998,0.0,3,2,2,706,794,0,882,914,1796,2,3,7,0,5,1998.0,1,2,546,0,36,4,2590,9,9,81.46718146718146,211000
53.0,7,1926,2004,0.0,2,0,2,0,1276,0,1276,804,2080,1,2,9,2,2,1926.0,2,1,282,0,0,2,3356,83,5,69.7258641239571,234000
60.0,4,1900,2000,0.0,3,0,3,0,0,4,694,600,1294,2,3,7,0,5,1980.0,2,0,0,220,114,2,1294,108,8,82.1097372488408,106250
90.0,6,1957,1957,0.0,3,1,3,777,1244,0,1244,0,1244,1,3,6,2,2,1957.0,2,1,336,0,40,2,2488,50,50,60.28938906752411,150000
50.0,6,1947,1950,0.0,3,1,3,399,1004,0,1004,660,1664,2,3,7,2,2,1950.0,2,2,420,0,24,2,2668,59,56,59.5952023988006,159000
95.0,7,1996,1997,594.0,2,2,2,719,1379,0,1383,1015,2398,2,2,8,1,4,1996.0,0,3,834,239,60,4,3777,11,10,83.59809372517871,315750
62.0,7,2005,2005,0.0,2,2,2,0,1257,0,1266,0,1266,2,2,6,1,4,2005.0,2,2,453,38,144,2,2523,1,1,69.7582243361078,176000
70.0,5,1956,2000,0.0,3,1,2,377,928,4,928,0,928,1,3,4,0,5,1956.0,2,1,252,261,0,1,1856,51,7,71.12068965517241,132000
67.0,9,2008,2008,268.0,0,2,0,1330,1452,0,1476,1237,2713,2,0,11,1,2,2008.0,0,3,858,126,66,4,4165,0,0,107.14549819927971,446261
58.0,4,1920,2002,0.0,3,0,3,348,528,0,605,0,605,1,3,5,0,5,1980.0,2,0,0,0,0,2,1133,87,5,75.90467784642541,86000
69.0,6,1957,1975,0.0,2,2,3,1219,2035,4,2515,0,2515,3,3,9,2,4,1975.0,1,2,484,0,0,4,4550,50,32,44.09318681318681,200624
85.0,6,1988,1989,219.0,2,1,2,783,1461,0,1509,0,1509,2,2,5,1,1,1988.0,1,2,600,224,0,3,2970,20,19,58.92255892255892,175000
60.0,6,1920,1999,0.0,3,0,1,0,611,0,751,611,1362,2,3,6,0,5,1920.0,0,2,502,0,0,2,1973,88,9,64.87582361885454,128000
60.0,5,1955,2007,0.0,3,3,3,0,0,0,827,0,827,1,3,5,1,3,1967.0,2,1,392,0,0,1,827,55,3,129.98790810157195,107500
50.0,1,1946,1950,0.0,1,3,3,0,0,1,334,0,334,1,1,2,0,5,1980.0,2,0,0,0,0,1,334,61,57,117.66467065868264,39300
74.0,8,2004,2004,0.0,2,2,0,0,707,0,707,707,1414,2,2,6,1,2,2004.0,0,2,403,100,35,3,2121,2,2,83.92267798208393,178000
70.0,5,1910,1991,0.0,3,1,2,969,1117,4,820,527,1347,1,3,5,0,5,1980.0,2,0,0,85,0,2,2464,98,17,43.628246753246756,107500
57.0,7,1998,1999,0.0,3,2,2,0,880,0,880,844,1724,2,2,8,0,5,1998.0,0,2,527,120,155,3,2604,10,9,72.19662058371736,188000
69.0,4,1972,1972,0.0,3,1,3,600,864,4,864,0,864,1,3,5,0,5,1980.0,2,2,576,216,0,1,1728,36,36,64.38078703703704,111250
69.0,5,1968,1968,188.0,3,1,3,673,1051,4,1159,0,1159,1,3,7,1,1,1968.0,2,1,336,466,0,2,2210,38,38,71.49321266968326,158000
69.0,8,2001,2002,479.0,2,2,2,1358,1581,0,1601,0,1601,2,2,6,1,4,2001.0,1,2,670,180,0,3,3182,9,8,85.48082966687618,272000
85.0,9,2006,2006,584.0,0,2,0,1260,1838,0,1838,0,1838,2,0,8,1,2,2006.0,0,3,765,270,68,3,3676,3,3,85.69096844396083,315000
69.0,8,2000,2000,72.0,2,2,2,0,969,0,997,1288,2285,2,2,8,1,4,2000.0,0,3,648,0,56,3,3254,7,7,76.2138905961893,248000
78.0,7,1998,1999,0.0,2,2,0,144,1650,0,1680,0,1680,2,2,7,1,4,1998.0,0,2,583,78,73,3,3330,11,10,64.03903903903904,213250
34.0,7,1998,1998,182.0,3,2,2,584,723,0,767,0,767,1,3,4,0,5,1998.0,0,1,367,120,40,2,1490,9,9,89.26174496644295,133000
58.0,7,2006,2006,0.0,2,2,2,554,654,0,664,832,1496,2,2,7,1,2,2006.0,1,2,426,100,24,4,2150,0,0,83.56511627906977,179665
69.0,7,1988,1988,178.0,2,2,2,1002,1204,2,1377,806,2183,2,2,9,0,5,1988.0,2,3,786,0,0,3,3387,18,18,67.61145556539711,229000
70.0,6,1923,1950,0.0,3,0,2,300,1065,0,915,720,1635,1,3,6,1,2,1950.0,2,2,440,0,38,2,2700,84,57,77.77777777777777,210000
54.0,5,1970,1970,0.0,3,1,2,619,768,0,768,0,768,1,3,5,0,5,1987.0,2,2,624,104,0,2,1536,37,37,84.30989583333333,129500
49.0,5,1955,1995,0.0,3,1,3,180,825,4,825,0,825,1,3,4,0,5,1963.0,1,2,720,140,50,2,1650,53,13,75.75757575757575,125000
75.0,7,2003,2004,0.0,2,2,2,0,912,0,912,1182,2094,2,2,8,1,2,2003.0,0,2,615,182,182,3,3006,6,5,87.49168330006654,263000
53.0,6,1977,1977,0.0,3,1,2,559,1069,4,1069,0,1069,2,3,4,0,5,1977.0,1,2,440,0,55,2,2138,31,31,65.48175865294668,140000
50.0,5,1957,1957,0.0,3,1,3,308,928,2,928,0,928,1,3,5,0,5,1957.0,0,1,288,0,0,1,1856,51,51,60.61422413793103,112500
87.0,8,2006,2006,250.0,2,2,0,0,1709,0,1717,0,1717,2,2,7,1,2,2006.0,1,3,908,169,39,2,3426,3,3,74.57676590776416,255500
67.0,4,1949,2003,0.0,3,1,3,0,0,0,1126,0,1126,2,2,5,0,5,2002.0,0,2,520,0,96,2,1126,60,6,95.91474245115452,108000
85.0,7,2003,2004,292.0,2,2,2,866,998,0,1006,1040,2046,2,2,8,1,2,2003.0,1,3,871,320,62,4,3044,5,4,93.29829172141919,284000
58.0,5,1922,1950,0.0,3,0,3,0,993,4,1048,0,1048,1,3,5,1,2,1922.0,2,1,280,0,0,1,2041,84,56,55.36501714845664,113000
69.0,5,1957,1957,0.0,3,1,3,895,1092,4,1092,0,1092,1,3,6,1,4,1957.0,0,1,299,268,0,2,2184,49,49,64.56043956043956,141000
60.0,4,1920,1950,0.0,3,1,3,637,637,2,897,439,1336,1,3,7,0,5,1994.0,2,1,570,0,47,2,1973,86,56,54.738976178408514,108000
57.0,7,1996,1997,0.0,3,2,2,604,729,0,729,717,1446,2,3,6,1,4,1996.0,2,2,406,264,22,4,2175,12,11,80.45977011494253,175000
69.0,7,2003,2004,18.0,2,2,2,0,1374,0,1557,0,1557,2,2,7,1,4,2003.0,0,2,420,143,20,2,2931,3,2,79.83623336745138,234000
69.0,5,1957,1996,180.0,3,1,2,1302,1392,4,1392,0,1392,1,3,5,1,2,1957.0,2,2,528,0,0,3,2784,53,14,43.64224137931034,121500
77.0,5,1974,1975,0.0,3,1,2,1071,1389,2,1389,0,1389,1,3,6,1,4,1975.0,1,2,418,240,38,2,2778,32,31,61.19510439164867,170000
63.0,5,1940,1969,0.0,3,1,3,290,996,0,996,0,996,1,3,6,1,2,1980.0,2,0,0,144,0,2,1992,68,39,54.21686746987952,108000
66.0,6,1918,1950,0.0,3,0,2,0,1163,0,1163,511,1674,2,3,8,1,2,1955.0,0,2,396,72,36,2,2837,90,58,65.20972858653508,185000
69.0,7,1992,2000,0.0,2,2,2,728,1095,0,1166,1129,2295,2,2,9,1,4,1992.0,1,2,590,0,40,4,3390,14,6,79.05604719764011,268000
66.0,6,1915,1950,0.0,3,2,2,0,806,4,841,806,1647,1,1,6,0,5,1920.0,2,1,216,0,66,3,2453,95,60,52.18100285364859,128000
77.0,9,2005,2007,245.0,2,2,2,0,1122,0,1134,1370,2504,2,0,11,1,2,2005.0,0,3,656,144,39,3,3626,3,1,89.63044677330392,325000
70.0,7,2004,2004,168.0,2,2,2,2,1517,0,1535,0,1535,2,2,7,0,5,2004.0,1,2,532,0,0,2,3052,6,6,70.11795543905636,214000
79.0,8,1983,2009,0.0,2,1,2,1441,1496,0,1496,636,2132,1,2,5,1,2,1983.0,0,2,612,349,40,3,3628,26,0,87.26571113561191,316600
69.0,5,1979,1979,0.0,3,1,2,943,943,4,943,0,943,1,3,4,2,4,1979.0,2,2,600,42,0,2,1886,27,27,72.08907741251326,135960
74.0,5,1965,1965,108.0,3,1,3,231,1728,4,1728,0,1728,2,3,10,0,5,1987.0,2,2,576,0,0,2,3456,43,43,41.261574074074076,142600
60.0,6,1959,1959,207.0,3,1,3,414,864,0,864,0,864,1,2,4,0,5,1959.0,2,1,288,168,0,2,1728,47,47,69.44444444444444,120000
83.0,7,2009,2009,0.0,3,2,0,0,846,2,846,846,1692,2,2,6,0,5,2009.0,1,2,650,208,114,3,2538,0,0,88.45547675334909,224500
76.0,7,2000,2000,0.0,3,2,2,0,384,0,774,656,1430,2,3,8,1,4,2000.0,1,2,400,100,0,3,1814,7,7,93.71554575523705,170000
70.0,5,1971,2005,82.0,3,1,3,349,372,4,576,533,1109,1,3,5,0,5,1971.0,2,1,288,35,0,2,1481,36,2,93.85550303848751,139000
80.0,5,1947,1950,0.0,3,1,3,442,832,4,832,384,1216,1,3,6,0,5,1947.0,2,1,336,158,0,1,2048,61,58,57.861328125,118500
52.0,7,1928,1950,0.0,3,0,3,0,861,2,877,600,1477,2,3,6,1,2,1928.0,2,1,216,0,50,3,2338,81,59,62.01881950384944,145000
96.0,5,1966,1966,97.0,3,1,3,328,1164,0,1320,0,1320,1,3,6,2,1,1966.0,1,2,564,160,68,2,2484,40,40,66.22383252818035,164500
34.0,7,2007,2007,0.0,2,2,2,0,689,0,703,689,1392,2,2,5,0,5,2007.0,2,2,540,0,102,2,2081,1,1,70.15857760691975,146000
81.0,5,1954,1954,335.0,3,0,3,0,1050,0,1050,745,1795,2,3,7,0,5,1954.0,2,1,352,0,0,2,2845,54,54,46.22144112478032,131500
69.0,6,1960,1987,85.0,3,1,3,594,1144,0,1429,0,1429,1,2,7,2,2,1960.0,2,2,572,216,110,2,2573,47,20,70.69568596968519,181900
98.0,8,2008,2009,306.0,0,2,0,0,2042,0,2042,0,2042,2,0,8,1,2,2009.0,1,3,1390,0,90,3,4084,1,0,62.02081292850147,253293
81.0,6,1990,1990,104.0,3,1,2,816,816,4,816,0,816,1,3,5,0,5,1980.0,2,0,0,0,32,2,1632,17,17,72.61029411764706,118500
75.0,10,1893,2000,0.0,0,0,3,0,1237,2,1521,1254,2775,3,2,9,1,2,1988.0,2,2,880,105,502,4,4012,115,8,81.00697906281157,325000
51.0,4,1935,1995,0.0,3,0,3,0,884,0,989,584,1573,1,2,6,0,5,1935.0,2,1,240,0,0,1,2457,74,14,54.13105413105413,133000
88.0,8,2005,2006,208.0,2,2,0,1460,1868,0,2028,0,2028,2,2,7,2,2,2005.0,1,3,880,326,66,3,3896,1,0,94.9435318275154,369900
55.0,6,1918,2000,0.0,3,0,3,210,816,0,838,0,838,1,1,5,0,5,1961.0,0,1,275,0,0,2,1654,90,8,78.59733978234583,130000
74.0,5,1982,1982,0.0,3,1,3,672,840,4,860,0,860,1,3,4,0,5,1996.0,2,2,528,0,0,2,1700,27,27,80.58823529411765,137000
65.0,5,1968,2003,0.0,3,1,3,1324,1437,0,1473,0,1473,1,0,5,2,2,1968.0,2,1,452,0,48,3,2910,41,6,49.14089347079038,143000
50.0,5,1930,1960,0.0,3,0,3,0,742,4,779,0,935,1,3,4,0,5,1988.0,2,1,308,0,0,1,1677,78,48,47.40608228980322,79500
64.0,7,2004,2004,0.0,2,2,2,490,770,0,770,812,1582,2,2,6,0,5,2004.0,1,2,520,0,45,3,2352,4,4,79.03911564625851,185900
97.0,10,2008,2008,420.0,0,2,0,1338,1722,0,1728,568,2296,2,0,10,1,2,2008.0,1,3,842,382,274,4,4018,1,1,112.48133399701344,451950
60.0,5,1982,2003,0.0,3,2,3,816,816,0,816,0,816,1,3,4,0,5,1985.0,0,2,816,0,0,2,1632,26,5,84.55882352941177,138000
69.0,6,2003,2003,170.0,2,2,2,685,848,0,848,0,848,1,2,4,0,5,2003.0,0,2,420,140,0,2,1696,6,6,82.54716981132076,140000
88.0,5,1975,1975,0.0,3,1,2,0,924,4,924,0,924,1,3,5,0,5,1981.0,2,1,280,0,0,1,1848,33,33,59.523809523809526,110000
69.0,8,2005,2006,238.0,2,2,2,1422,1814,0,1826,0,1826,2,2,7,1,4,2005.0,0,3,758,180,75,3,3640,1,0,87.63736263736264,319000
60.0,6,1910,1993,0.0,3,1,3,0,684,0,684,684,1368,1,3,7,0,5,1930.0,2,1,216,0,158,1,2052,96,13,55.801169590643276,114504
53.0,7,2006,2007,72.0,2,2,0,0,1258,0,1402,0,1402,0,2,7,1,2,2006.0,0,3,648,120,16,4,2660,1,0,73.0078947368421,194201
80.0,5,1977,1977,459.0,3,1,2,1283,1430,0,1647,0,1647,2,2,7,1,4,1977.0,0,2,621,0,0,3,3077,29,29,70.68573285667858,217500
24.0,6,1980,1980,0.0,3,1,2,81,716,4,716,840,1556,2,3,6,1,4,1980.0,0,2,452,161,0,4,2272,28,28,66.46126760563381,151000
74.0,8,2005,2005,280.0,2,2,2,546,1058,0,1058,846,1904,2,0,8,1,2,2003.0,0,2,736,179,60,4,2962,1,1,92.84267386900743,275000
50.0,6,1937,1950,0.0,3,2,3,0,780,4,780,595,1375,1,2,6,1,2,1979.0,2,1,544,0,162,2,2155,70,57,65.4292343387471,141000
80.0,8,1992,1992,0.0,2,2,2,789,908,0,927,988,1915,2,2,8,1,4,1992.0,0,2,506,120,150,4,2823,14,14,77.93127878143818,220000
30.0,7,2004,2005,0.0,2,2,2,0,600,0,600,600,1200,2,2,4,0,5,2004.0,1,2,480,0,172,3,1800,6,5,83.88888888888889,151000
88.0,7,2002,2002,99.0,2,2,2,922,1494,0,1494,0,1494,2,2,6,1,4,2002.0,1,2,530,192,36,3,2988,6,6,73.96251673360108,221000
85.0,7,1965,1990,176.0,3,1,3,454,768,4,1186,800,1986,2,3,7,3,1,1965.0,2,2,486,0,42,3,2754,44,19,74.43718228031953,205000
82.0,5,1996,1996,0.0,3,2,2,732,1040,2,1040,0,1040,1,2,6,0,5,2000.0,2,2,576,168,0,2,2080,13,13,73.07692307692308,152000
78.0,5,1948,2002,0.0,3,1,3,603,896,0,1112,896,2008,3,0,8,0,5,1948.0,2,1,230,103,0,4,2904,58,4,77.47933884297521,225000
78.0,8,1934,1998,0.0,3,2,2,428,965,4,1940,1254,3194,2,3,10,2,2,1934.0,2,2,380,0,0,3,4159,73,9,86.34287088242365,359100
61.0,4,1961,1961,192.0,3,1,3,903,1029,2,1029,0,1029,1,3,5,0,5,1961.0,2,1,261,64,0,2,2058,46,46,57.5801749271137,118500
69.0,9,2000,2000,204.0,2,2,0,904,1440,0,1476,677,2153,2,0,8,2,0,2000.0,0,3,736,253,142,4,3593,9,9,87.11383245198998,313000
69.0,6,1978,1978,233.0,3,1,2,605,1032,4,1032,0,1032,2,3,6,1,4,1978.0,2,2,564,0,0,3,2064,29,29,71.70542635658914,148000
69.0,8,2001,2001,108.0,2,2,2,990,1299,0,1299,573,1872,2,0,7,1,4,2001.0,1,2,531,160,122,4,3171,8,8,82.46609902239041,261500
70.0,5,2007,2007,0.0,3,2,2,206,1120,0,1120,0,1120,1,3,6,0,5,1980.0,2,0,0,0,30,1,2240,0,0,65.625,147000
21.0,4,1972,1972,0.0,3,1,2,150,630,0,630,0,630,1,3,3,0,5,1980.0,2,0,0,96,24,2,1260,38,38,59.92063492063492,75500
80.0,6,1963,1963,156.0,3,2,3,763,936,0,1054,0,1054,1,2,6,0,5,1963.0,1,2,480,120,0,2,1990,47,47,69.09547738693468,137500
69.0,6,2002,2003,0.0,2,2,2,457,783,0,807,702,1509,2,2,7,1,2,2002.0,0,2,393,100,75,4,2292,4,3,79.93019197207678,183200
59.0,6,1954,1954,0.0,3,1,3,0,832,2,832,0,832,1,2,4,0,5,1962.0,2,2,528,0,0,1,1664,54,54,63.40144230769231,105500
90.0,9,2007,2007,452.0,0,2,0,48,1822,0,1828,0,1828,2,2,9,1,2,2007.0,2,3,774,0,108,2,3650,0,0,86.25013698630137,314813
85.0,8,2003,2003,226.0,2,2,2,871,1482,0,1482,780,2262,2,2,10,2,2,2003.0,0,3,749,168,0,4,3744,5,5,81.46367521367522,305000
45.0,3,1914,1950,0.0,3,0,3,41,864,4,864,0,864,1,3,5,0,5,1980.0,2,0,0,0,0,2,1728,94,58,38.773148148148145,67000
90.0,6,1974,1997,0.0,3,1,3,956,1522,4,1548,1066,2614,2,3,9,1,4,1974.0,1,2,624,38,243,3,4136,34,11,58.02707930367505,240000
71.0,5,1977,1977,153.0,3,1,3,560,980,4,980,0,980,1,3,6,0,5,1986.0,2,2,484,192,0,1,1960,32,32,68.87755102040816,135000
69.0,6,2000,2000,513.0,2,2,2,420,756,0,756,756,1512,2,2,4,1,4,2000.0,2,2,440,0,32,3,2268,7,7,74.29453262786596,168500
80.0,6,1972,1972,288.0,3,1,3,247,732,2,1012,778,1790,1,3,8,1,4,1972.0,1,2,484,148,0,4,2522,34,34,65.48374306106265,165150
87.0,6,1962,1962,261.0,3,1,3,0,1116,4,1116,0,1116,1,3,5,0,5,1962.0,2,2,440,0,0,2,2232,48,48,71.68458781362007,160000
69.0,5,1960,1978,0.0,3,1,3,0,978,4,1422,0,1422,1,3,6,1,4,1960.0,1,1,286,0,0,1,2400,47,29,58.291666666666664,139900
80.0,6,1955,1972,164.0,3,1,3,674,1156,0,1520,0,1520,1,3,7,2,2,1955.0,1,1,364,0,0,2,2676,55,38,57.17488789237668,153000
70.0,5,1969,1969,192.0,3,2,2,650,1040,4,1040,1040,2080,1,1,9,2,4,1969.0,2,2,504,335,0,4,3120,38,38,43.26923076923077,135000
82.0,6,1964,1964,259.0,3,1,3,624,1248,4,1350,0,1350,1,3,6,0,5,1964.0,1,2,520,176,0,3,2598,44,44,64.85758275596613,168500
50.0,5,1880,1991,0.0,3,0,1,0,636,4,1089,661,1750,1,0,8,0,5,1937.0,2,1,240,0,0,1,2386,126,15,51.969823973176865,124000
34.0,8,2006,2006,108.0,2,2,2,24,1554,0,1554,0,1554,2,2,6,1,2,2006.0,1,2,627,156,73,2,3108,1,1,67.4066924066924,209500
85.0,7,1977,1977,209.0,3,1,3,822,1386,4,1411,0,1411,2,3,6,1,4,1977.0,0,2,544,192,0,2,2797,32,32,29.495888451912762,82500
80.0,5,1954,2005,0.0,3,1,3,480,1056,4,1056,0,1056,1,3,6,0,5,1954.0,2,1,260,390,0,2,2112,53,2,66.00378787878788,139400
64.0,6,1980,1980,0.0,3,1,3,1056,1056,2,1056,0,1056,0,3,4,0,5,1980.0,2,2,576,264,56,2,2112,30,30,68.18181818181819,144000
60.0,6,1914,1995,0.0,1,1,3,256,1440,0,1440,1440,3395,2,1,14,0,5,1980.0,2,0,0,0,110,2,4835,93,12,41.36504653567735,200000
51.0,2,1936,1950,0.0,1,0,3,0,264,1,800,0,800,1,1,4,1,3,1980.0,2,0,0,0,0,1,1064,73,59,56.390977443609025,60000
50.0,5,1954,1954,0.0,3,1,3,0,811,4,811,576,1387,2,2,7,0,5,1954.0,2,1,256,0,0,2,2198,55,55,42.31119199272066,93000
67.0,5,1910,1950,0.0,3,1,1,0,796,2,796,0,796,1,3,4,0,5,1980.0,2,0,0,328,0,1,1592,98,58,53.391959798994975,85000
53.0,8,2006,2006,0.0,2,2,2,1154,1520,0,1567,0,1567,2,0,7,1,2,2006.0,0,3,648,312,0,3,3087,0,0,85.70165208940719,264561
62.0,8,2003,2004,472.0,0,2,0,1218,1518,0,1518,0,1518,1,0,6,1,2,2003.0,1,2,588,185,140,2,3036,5,4,90.25032938076416,274000
69.0,7,2001,2001,0.0,2,2,2,738,1057,0,1057,872,1929,2,2,7,1,4,2001.0,0,2,650,0,235,4,2986,6,6,75.68653717347622,226000
75.0,8,1972,1995,0.0,2,1,2,1410,1952,2,2000,704,2704,2,0,9,3,4,1972.0,0,2,538,269,111,4,4656,37,14,74.0979381443299,345000
80.0,5,1969,1969,263.0,3,1,3,493,780,0,780,840,1620,2,3,7,0,5,1969.0,0,2,462,208,0,3,2400,38,38,63.333333333333336,152000
85.0,9,2009,2009,162.0,0,2,0,1121,1766,0,1766,0,1766,2,0,7,1,2,2009.0,0,3,478,195,130,4,3532,0,0,105.00509626274065,370878
69.0,6,1971,1971,0.0,3,1,3,282,981,4,981,0,981,1,3,5,0,5,1979.0,2,2,576,0,312,3,1962,36,36,73.01223241590215,143250
60.0,5,1950,1950,0.0,3,1,3,0,0,2,1048,0,1048,1,3,7,0,5,1950.0,2,2,420,0,27,1,1048,58,58,93.79770992366412,98300
85.0,6,1953,1953,216.0,3,1,3,500,1094,0,1094,0,1094,1,3,5,2,2,1953.0,1,2,495,0,0,1,2188,55,55,70.84095063985374,155000
70.0,6,1966,1966,351.0,3,1,3,0,756,4,1051,788,1839,1,3,7,1,4,1966.0,2,2,442,0,124,2,2595,44,44,59.73025048169557,155000
21.0,4,1970,1970,0.0,3,1,2,131,630,2,630,0,630,1,3,3,0,5,1980.0,2,0,0,0,0,2,1260,37,37,67.06349206349206,84500
65.0,7,2007,2007,0.0,2,2,2,0,813,0,822,843,1665,2,2,7,0,5,2007.0,1,2,562,0,0,3,2478,1,1,83.11138014527845,205950
60.0,4,1940,1950,0.0,3,1,3,0,755,4,755,755,1510,1,3,7,1,2,1940.0,2,1,296,120,0,2,2265,69,59,47.682119205298015,108000
70.0,7,1996,1996,0.0,2,2,2,0,880,0,909,807,1716,2,2,7,1,4,1996.0,1,2,512,0,120,3,2596,13,13,73.57473035439138,191000
60.0,6,1906,1995,0.0,3,1,3,0,756,0,756,713,1469,1,3,7,0,5,1906.0,2,1,216,57,0,1,2225,102,13,60.674157303370784,135000
91.0,8,1995,1995,660.0,2,2,2,1696,2109,0,2113,0,2113,2,2,7,1,4,1995.0,0,3,839,236,46,4,4222,13,13,82.89909995262909,350000
21.0,6,1971,1971,381.0,3,1,3,0,525,4,525,567,1092,1,3,6,0,5,1971.0,2,1,264,0,0,2,1617,39,39,54.42176870748299,88000
72.0,5,1959,2006,54.0,2,1,3,806,1053,0,1053,0,1053,1,2,5,0,5,1959.0,1,1,312,0,0,3,2106,49,2,69.08831908831908,145500
60.0,7,1931,2000,0.0,3,0,2,0,776,4,851,651,1502,1,3,6,1,2,1931.0,1,1,270,0,0,2,2278,77,8,65.40825285338016,149000
78.0,6,1948,1950,0.0,3,1,3,0,912,4,912,546,1458,1,3,6,1,2,1948.0,2,1,330,192,0,2,2370,62,60,41.139240506329116,97500
75.0,5,1964,1999,0.0,3,2,3,637,1486,0,1486,0,1486,1,3,7,0,5,1968.0,0,2,480,0,0,2,2972,45,10,56.191117092866754,167000
69.0,7,1976,1976,233.0,3,1,2,0,793,4,1142,793,1935,2,3,7,1,4,1976.0,1,2,550,0,113,3,2728,31,31,72.54398826979472,197900
52.0,8,1994,2005,528.0,2,2,2,1361,1629,0,1686,762,2448,2,2,8,1,4,1994.0,1,3,711,517,76,4,4077,15,4,98.6019131714496,402000
120.0,6,1968,1968,216.0,3,1,1,0,1392,2,1392,0,1392,1,3,5,2,4,1968.0,1,2,576,0,0,2,2784,41,41,39.51149425287356,110000
90.0,4,1972,1972,0.0,3,1,2,920,1138,4,1181,0,1181,2,3,6,0,5,1974.0,1,2,588,0,0,3,2319,36,36,59.29279862009487,137500
49.0,8,2005,2006,0.0,2,2,0,1721,2077,0,2097,0,2097,1,0,8,1,0,2005.0,0,3,1134,192,267,3,4174,1,0,101.34163871586009,423000
106.0,8,2000,2000,40.0,2,2,2,0,1406,0,1454,482,1936,2,2,7,1,4,2000.0,1,2,504,188,124,3,3342,6,6,68.9706762417714,230500
69.0,6,1965,1979,113.0,3,1,2,187,1021,4,1465,915,2380,2,3,7,1,3,1965.0,2,2,596,0,265,3,3401,42,28,37.93002058218171,129000
65.0,6,1994,1998,258.0,3,2,2,1138,1408,0,1679,0,1679,2,2,7,1,1,1994.0,1,2,575,224,42,3,3087,14,10,62.68221574344023,193500
69.0,5,1956,1987,0.0,3,1,3,988,1188,2,1437,0,1437,1,3,6,1,4,1999.0,2,2,576,304,0,3,2625,50,19,64.0,168000
80.0,4,1922,1950,0.0,3,0,1,0,700,0,1180,0,1180,1,1,5,1,2,1922.0,2,1,252,0,0,1,1880,84,56,73.13829787234043,137500
64.0,6,2005,2005,0.0,2,2,2,193,738,0,738,738,1476,2,2,7,0,5,2005.0,0,2,540,100,35,4,2214,4,4,78.36495031616982,173500
54.0,6,1925,1950,0.0,3,0,3,551,672,4,697,672,1369,2,3,6,0,5,1930.0,2,1,300,147,0,3,2041,84,59,50.759431651151395,103600
69.0,6,1977,1977,0.0,2,1,2,767,1208,4,1208,0,1208,1,3,6,1,4,1977.0,1,2,546,198,42,3,2416,29,29,68.29470198675497,165000
110.0,6,1957,2004,106.0,3,2,3,1186,1477,0,1839,0,1839,2,2,7,2,4,1957.0,0,2,416,0,87,3,3316,50,3,77.65379975874548,257500
